Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,PQL
8.0,JDT,44,1,7,6,0,11,4,10,0,Lobby 2,Semifinals,3.0,3.0,7.0,2.0,Preseason_Qualifier_4
9.0,TW,35,2,2,17,3,16,0,6,9,Lobby 2,Semifinals,8.0,6.0,12.0,0.0,Preseason_Qualifier_4
10.0,LandMarkGondola,30,17,0,19,1,7,1,3,10,Lobby 2,Semifinals,6.0,3.0,8.0,0.0,Preseason_Qualifier_4
11.0,HE,28,8,11,10,1,8,4,17,0,Lobby 2,Semifinals,12.0,2.0,13.0,2.0,Preseason_Qualifier_4
12.0,FA Club FUG,28,11,2,13,2,12,6,19,0,Lobby 2,Semifinals,4.0,7.0,10.0,1.0,Preseason_Qualifier_4
13.0,Fujii Gaming,23,9,0,7,2,14,3,12,1,Lobby 2,Semifinals,15.0,2.0,14.0,6.0,Preseason_Qualifier_4
14.0,ENG,21,12,0,11,0,4,3,7,3,Lobby 2,Semifinals,16.0,0.0,6.0,2.0,Preseason_Qualifier_4
15.0,Zenith,17,19,3,4,3,17,0,13,3,Lobby 2,Semifinals,19.0,0.0,11.0,1.0,Preseason_Qualifier_4
16.0,TSURUGI,17,15,0,18,0,6,0,5,3,Lobby 2,Semifinals,7.0,3.0,19.0,0.0,Preseason_Qualifier_4
17.0,HIT,13,6,5,15,0,9,0,16,2,Lobby 2,Semifinals,20.0,0.0,20.0,0.0,Preseason_Qualifier_4
18.0,ARZ,9,13,0,9,0,15,1,20,0,Lobby 2,Semifinals,9.0,0.0,18.0,2.0,Preseason_Qualifier_4
19.0,Ignition,7,16,0,8,1,20,0,9,0,Lobby 2,Semifinals,13.0,0.0,15.0,0.0,Preseason_Qualifier_4
20.0,RUG,4,20,0,16,0,19,0,8,0,Lobby 2,Semifinals,11.0,1.0,17.0,0.0,Preseason_Qualifier_4
1.0,UC,63,19,0,1,15,10,5,5,3,Lobby 1,Finals,2.0,11.0,15.0,1.0,Preseason_Qualifier_4
2.0,RPG,62,11,0,2,6,1,7,3,7,Lobby 1,Finals,7.0,0.0,3.0,3.0,Preseason_Qualifier_4
3.0,MTR,56,9,0,11,0,3,5,6,4,Lobby 1,Finals,1.0,15.0,7.0,4.0,Preseason_Qualifier_4
4.0,APXRS,55,6,11,6,4,7,4,2,8,Lobby 1,Finals,10.0,6.0,12.0,1.0,Preseason_Qualifier_4
5.0,BKMN,48,8,3,5,6,6,9,8,2,Lobby 1,Finals,15.0,0.0,2.0,7.0,Preseason_Qualifier_4
6.0,SyS,39,10,3,19,0,9,3,1,8,Lobby 1,Finals,6.0,1.0,9.0,3.0,Preseason_Qualifier_4
7.0,D4RK,37,4,9,16,0,12,5,13,2,Lobby 1,Finals,14.0,3.0,4.0,5.0,Preseason_Qualifier_4
8.0,Serpens,37,16,6,3,2,2,4,4,3,Lobby 1,Finals,11.0,0.0,20.0,0.0,Preseason_Qualifier_4
9.0,LAG,35,1,9,18,2,5,2,7,3,Lobby 1,Finals,18.0,0.0,19.0,0.0,Preseason_Qualifier_4
10.0,456,32,3,4,8,4,8,2,11,8,Lobby 1,Finals,17.0,0.0,17.0,2.0,Preseason_Qualifier_4
11.0,SYTH,32,12,0,7,4,4,1,12,3,Lobby 1,Finals,4.0,7.0,14.0,1.0,Preseason_Qualifier_4
12.0,IBSG,30,2,4,17,0,18,1,10,1,Lobby 1,Finals,5.0,1.0,6.0,5.0,Preseason_Qualifier_4
13.0,Marine,25,20,0,12,3,14,2,19,0,Lobby 1,Finals,13.0,0.0,1.0,5.0,Preseason_Qualifier_4
14.0,NAT,22,7,4,9,5,13,1,17,1,Lobby 1,Finals,20.0,0.0,11.0,4.0,Preseason_Qualifier_4
15.0,TW,19,5,1,14,0,20,0,14,0,Lobby 1,Finals,12.0,3.0,10.0,6.0,Preseason_Qualifier_4
16.0,JDT,17,17,0,4,4,11,3,18,0,Lobby 1,Finals,16.0,0.0,8.0,2.0,Preseason_Qualifier_4
17.0,Servelal alpha,16,18,0,13,0,17,2,20,0,Lobby 1,Finals,3.0,6.0,18.0,0.0,Preseason_Qualifier_4
18.0,LandMarkGondola,15,14,0,20,0,19,0,15,2,Lobby 1,Finals,9.0,4.0,5.0,1.0,Preseason_Qualifier_4
19.0,EXiA KR,11,13,1,10,0,16,0,9,2,Lobby 1,Finals,19.0,0.0,16.0,3.0,Preseason_Qualifier_4
20.0,ScL,9,15,0,15,0,15,0,16,1,Lobby 1,Finals,8.0,2.0,13.0,0.0,Preseason_Qualifier_4
